"Price","Area","Bedrooms","Agency","Id","Type","Zone","URL","Timestamp","Ascensor","Garatge","Calefacció","Electrodomèstics","NoFeature","Terrassa","Traster","Jardí","Balcó","Cuina Equipada","Armaris encastats","Safareig","Habitació suite","Vidres dobles","Llar de foc","Box tancat","Moblat","Piscina","Cuina","TV","Internet - Wifi","Planta baixa","Assolellat","Sortida de fums","Aparador","Asfaltat","Apte per fumadors","Rentavaixelles","Cultivable","Porter automàtic","Edificable","Cèntric","Rentadora","S'accepten animals","Adaptat per a minusvàlids","Aire condicionat","Altell","Alarma","Ascensor / muntacàrregues"
"540.000 €","131 m2",3,"Finques Marca",26883,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria-terrassa/26883","2023-11-09 17:10:31.778091",1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340.000 €","98 m2",3,"Perfect Home Serveis Immobiliaris",26859,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria-terrassa/26859","2023-11-09 17:10:31.778091",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.275.000 €","249 m2",4,"Becier Immobiliària",24786,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-sant-julia-de-loria-terrassa-parking/24786","2023-11-09 17:10:31.617903",0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.275.000 €","240 m2",4,"Becier Immobiliària",24785,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-sant-julia-de-loria-terrassa-parking/24785","2023-11-09 17:10:32.756423",0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.275.000 €","240 m2",4,"Becier Immobiliària",25029,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-sant-julia-de-loria-terrassa-parking/25029","2023-11-09 17:10:32.299117",0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374.000 €","69 m2",2,"Monky Houses",26751,"venda","sant-julia-de-loria","/venda/pis-2-habitacions-1-bany-sant-julia-de-loria/26751","2023-11-09 17:10:34.785153",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875.000 €","40 m2",1,"Immobiliària Duplex",25629,"venda","sant-julia-de-loria","/venda/pis-1-habitacio-1-bany-sant-julia-de-loria/25629","2023-11-09 17:10:35.350570",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547.170 €","132 m2",3,"Immobiliària Xamari",26713,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria/26713","2023-11-09 17:10:35.441748",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684.000 €","180 m2",3,"Nou Aire Immobiliària",26294,"venda","sant-julia-de-loria","/venda/atic-3-habitacions-2-banys-sant-julia-de-loria-terrassa-parking/26294","2023-11-09 17:10:35.649221",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.225.000 €","292 m2",7,"Immobiliària Galí",25232,"venda","sant-julia-de-loria","/venda/xalet-7-habitacions-2-banys-sant-julia-de-loria-terrassa-parking/25232","2023-11-09 17:10:35.890424",0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.365.000 €","330 m2",4,"Nou Aire Immobiliària",175,"venda","sant-julia-de-loria","/venda/casa-adossada-4-habitacions-3-banys-sant-julia-de-loria-terrassa/175","2023-11-09 17:10:36.105811",0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","370 m2",4,"Nou Aire Immobiliària",24186,"venda","sant-julia-de-loria","/venda/casa-adossada-4-habitacions-3-banys-sant-julia-de-loria-terrassa-parking/24186","2023-11-09 17:10:37.058781",0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.260.000 €","250 m2",3,"IMMO 1",26604,"venda","sant-julia-de-loria","/venda/casa-adossada-3-habitacions-3-banys-sant-julia-de-loria/26604","2023-11-09 17:10:36.918288",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335.000 €","87 m2",3,"Nou Aire Immobiliària",18646,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria/18646","2023-11-09 17:10:37.430652",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.300.000 €","250 m2",4,"Immobiliària Galí",13384,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-2-banys-sant-julia-de-loria-parking/13384","2023-11-09 17:10:37.713246",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654.000 €","200 m2",3,"Monky Houses",26511,"venda","sant-julia-de-loria","/venda/xalet-3-habitacions-3-banys-sant-julia-de-loria/26511","2023-11-09 17:10:38.977451",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700.000 €","180 m2",3,"Land immobiliària",26399,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-3-banys-sant-julia-de-loria/26399","2023-11-09 17:10:41.053478",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640.000 €","165 m2",3,"Becier Immobiliària",26387,"venda","sant-julia-de-loria","/venda/xalet-3-habitacions-2-banys-sant-julia-de-loria-terrassa/26387","2023-11-09 17:10:40.816025",0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420.000 €","158 m2",3,"Immobiliària Reig",26348,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria-terrassa-parking/26348","2023-11-09 17:10:42.621058",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","380 m2",4,"Immodern",25680,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-sant-julia-de-loria/25680","2023-11-09 17:10:41.798088",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12.600.000 €","1200 m2",6,"Immobiliària Galí",13016,"venda","sant-julia-de-loria","/venda/xalet-6-habitacions-8-banys-sant-julia-de-loria-terrassa-parking/13016","2023-11-09 17:10:41.629169",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420.000 €","118 m2",3,"IMMO 1",26100,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria/26100","2023-11-09 17:10:42.231743",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344.000 €","98 m2",2,"Monky Houses",25166,"venda","sant-julia-de-loria","/venda/pis-2-habitacions-2-banys-sant-julia-de-loria/25166","2023-11-09 17:10:42.664682",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284.000 €","60 m2",2,"Monky Houses",25787,"venda","sant-julia-de-loria","/venda/pis-2-habitacions-1-bany-sant-julia-de-loria/25787","2023-11-09 17:10:43.602622",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.150.000 €","200 m2",3,"Immobiliària Xamari",25800,"venda","sant-julia-de-loria","/venda/xalet-3-habitacions-2-banys-aubinya/25800","2023-11-09 17:10:43.101818",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.049.000 €","200 m2",3,"IMMO 1",25782,"venda","sant-julia-de-loria","/venda/xalet-3-habitacions-3-banys-aubinya/25782","2023-11-09 17:10:43.155872",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389.500 €","70 m2",2,"Land immobiliària",25770,"venda","sant-julia-de-loria","/venda/pis-2-habitacions-1-bany-sant-julia-de-loria/25770","2023-11-09 17:10:45.183952",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180.000 €","40 m2",1,"Becier Immobiliària",25701,"venda","sant-julia-de-loria","/venda/pis-1-habitacio-1-bany-sant-julia-de-loria/25701","2023-11-09 17:10:47.156097",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180.000 €","40 m2",1,"Becier Immobiliària",25700,"venda","sant-julia-de-loria","/venda/pis-1-habitacio-1-bany-sant-julia-de-loria/25700","2023-11-09 17:10:47.891935",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180.000 €","0 m2",1,"Becier Immobiliària",25698,"venda","sant-julia-de-loria","/venda/pis-1-habitacio-1-bany-sant-julia-de-loria/25698","2023-11-09 17:10:47.781067",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180.000 €","40 m2",1,"Becier Immobiliària",25697,"venda","sant-julia-de-loria","/venda/pis-1-habitacio-1-bany-sant-julia-de-loria/25697","2023-11-09 17:10:48.437395",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","380 m2",4,"Finques Marca",25920,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-aixirivall-terrassa/25920","2023-11-09 17:10:47.881507",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839.000 €","181 m2",3,"Immobiliària Reig",25393,"venda","sant-julia-de-loria","/venda/atic-3-habitacions-3-banys-sant-julia-de-loria-terrassa-parking/25393","2023-11-09 17:10:48.938760",1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390.000 €","72 m2",2,"Immobiliària Reig",25392,"venda","sant-julia-de-loria","/venda/pis-2-habitacions-1-bany-sant-julia-de-loria-parking/25392","2023-11-09 17:10:49.550297",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.049.000 €","200 m2",3,"ikka's",25408,"venda","sant-julia-de-loria","/venda/xalet-3-habitacions-2-banys-aubinya-terrassa/25408","2023-11-09 17:10:49.409004",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684.000 €","180 m2",3,"IMMO 1",25325,"venda","sant-julia-de-loria","/venda/duplex-3-habitacions-1-bany-nagol/25325","2023-11-09 17:10:49.946321",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390.000 €","71 m2",2,"IMMO 1",25282,"venda","sant-julia-de-loria","/venda/pis-2-habitacions-1-bany-nagol/25282","2023-11-09 17:10:50.306045",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390.000 €","0 m2",2,"Immobiliària KSA",25275,"venda","sant-julia-de-loria","/venda/pis-2-habitacions-1-bany-nagol-terrassa-parking/25275","2023-11-09 17:10:50.101724",1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1.350.000 €","705 m2",4,"Immobiliària Galí",13200,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-sant-julia-de-loria-terrassa-parking/13200","2023-11-09 17:10:52.496869",0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685.000 €","180 m2",3,"Immobiliària KSA",25243,"venda","sant-julia-de-loria","/venda/duplex-3-habitacions-2-banys-nagol-terrassa-parking/25243","2023-11-09 17:10:54.095023",1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"950.000 €","310 m2",4,"IMMO 1",24844,"venda","sant-julia-de-loria","/venda/casa-adossada-4-habitacions-3-banys-aixirivall/24844","2023-11-09 17:10:54.320457",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210.000 €","60 m2",1,"IMMO 1",24582,"venda","sant-julia-de-loria","/venda/atic-1-habitacio-1-bany-sant-julia-de-loria/24582","2023-11-09 17:10:55.925201",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.750.000 €","587 m2",5,"Engel & Völkers Andorra",24391,"venda","sant-julia-de-loria","/venda/xalet-5-habitacions-5-banys-sant-julia-de-loria-terrassa-parking/24391","2023-11-09 17:10:56.442121",0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"995.000 €","380 m2",3,"IMMO 1",24208,"venda","sant-julia-de-loria","/venda/casa-adossada-3-habitacions-2-banys-aixirivall/24208","2023-11-09 17:10:58.938601",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","380 m2",4,"Immobiliària KSA",24179,"venda","sant-julia-de-loria","/venda/casa-adossada-4-habitacions-3-banys-aixirivall-terrassa-parking/24179","2023-11-09 17:10:58.647463",0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","380 m2",4,"468 Immo",24228,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-aixirivall/24228","2023-11-09 17:10:57.926419",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","180 m2",3,"Immobiliària Zona Habitable",24162,"venda","sant-julia-de-loria","/venda/casa-adossada-3-habitacions-2-banys-aixirivall/24162","2023-11-09 17:10:59.139659",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","370 m2",3,"IG Serveis Immobiliaris",24165,"venda","sant-julia-de-loria","/venda/casa-adossada-3-habitacions-3-banys-aixirivall-terrassa/24165","2023-11-09 17:11:00.935489",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","385 m2",3,"Aries-Belier",24072,"venda","sant-julia-de-loria","/venda/casa-adossada-3-habitacions-3-banys-aixirivall-terrassa/24072","2023-11-09 17:11:01.984349",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995.000 €","380 m2",4,"Immobiliària Xamari",23761,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-aixirivall/23761","2023-11-09 17:11:02.325273",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.695.000 €","485 m2",5,"IMMO 1",23121,"venda","sant-julia-de-loria","/venda/xalet-5-habitacions-4-banys-certers/23121","2023-11-09 17:11:04.463057",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690.000 €","200 m2",4,"Perfect Home Serveis Immobiliaris",23922,"venda","sant-julia-de-loria","/venda/duplex-4-habitacions-3-banys-sant-julia-de-loria-terrassa/23922","2023-11-09 17:11:05.819988",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580.000 €","132 m2",3,"IMMO 1",22950,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria/22950","2023-11-09 17:11:06.442479",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600.000 €","132 m2",3,"7 Claus Immobiliària",22698,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria-terrassa/22698","2023-11-09 17:11:06.634418",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547.170 €","132 m2",3,"Immobiliària Zona Habitable",22631,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria/22631","2023-11-09 17:11:07.574443",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547.170 €","132 m2",3,"Immobiliària KSA",22187,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-aixirivall-terrassa-parking/22187","2023-11-09 17:11:07.624061",1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"590.000 €","280 m2",3,"Hanson Immobiliària",22140,"venda","sant-julia-de-loria","/venda/casa-adossada-3-habitacions-1-bany-sant-julia-de-loria-terrassa/22140","2023-11-09 17:11:07.613957",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470.000 €","136 m2",4,"468 Immo",21778,"venda","sant-julia-de-loria","/venda/pis-4-habitacions-2-banys-sant-julia-de-loria/21778","2023-11-09 17:11:08.354304",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453.000 €","120 m2",3,"Immobiliària Galí",13027,"venda","sant-julia-de-loria","/venda/pis-3-habitacions-2-banys-sant-julia-de-loria-parking/13027","2023-11-09 17:11:09.257715",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990.000 €","393 m2",5,"Engel & Völkers Andorra",21350,"venda","sant-julia-de-loria","/venda/xalet-5-habitacions-3-banys-certers-terrassa/21350","2023-11-09 17:11:09.886831",0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990.000 €","420 m2",4,"IG Serveis Immobiliaris",21198,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-juberri-terrassa/21198","2023-11-09 17:11:10.172647",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990.000 €","420 m2",4,"Immobiliària Reig",21153,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-sant-julia-de-loria-terrassa-parking/21153","2023-11-09 17:11:10.853628",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990.000 €","420 m2",4,"468 Immo",24879,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-juberri/24879","2023-11-09 17:11:11.272279",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.275.000 €","460 m2",6,"IG Serveis Immobiliaris",19916,"venda","sant-julia-de-loria","/venda/xalet-6-habitacions-4-banys-sant-julia-de-loria-terrassa/19916","2023-11-09 17:11:12.392798",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.350.000 €","616 m2",4,"IMMO 1",19529,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-4-banys-juberri/19529","2023-11-09 17:11:12.582743",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"915.000 €","825 m2",6,"Guillem's Group Immobiliari",17848,"venda","sant-julia-de-loria","/venda/xalet-6-habitacions-4-banys-aixovall-terrassa/17848","2023-11-09 17:11:13.882531",0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"590.000 €","147 m2",4,"468 Immo",17697,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-2-banys-bixessarri/17697","2023-11-09 17:11:14.065142",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565.440 €","156 m2",3,"IG Serveis Immobiliaris",17396,"venda","sant-julia-de-loria","/venda/atic-3-habitacions-2-banys-sant-julia-de-loria-terrassa/17396","2023-11-09 17:11:14.456709",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593.750 €","163 m2",3,"IG Serveis Immobiliaris",17395,"venda","sant-julia-de-loria","/venda/atic-3-habitacions-2-banys-sant-julia-de-loria-terrassa/17395","2023-11-09 17:11:15.695294",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589.515 €","123 m2",3,"Immobiliària Xamari",18060,"venda","sant-julia-de-loria","/venda/atic-3-habitacions-2-banys-sant-julia-de-loria/18060","2023-11-09 17:11:18.156459",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955.000 €","450 m2",7,"ABM Serveis Immobiliàris",24910,"venda","sant-julia-de-loria","/venda/xalet-7-habitacions-4-banys-sant-julia-de-loria-parking/24910","2023-11-09 17:11:19.478429",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"635.500 €","204 m2",3,"IMMO 1",13482,"venda","sant-julia-de-loria","/venda/atic-3-habitacions-3-banys-sant-julia-de-loria/13482","2023-11-09 17:11:19.051250",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.100.000 €","300 m2",5,"Eurofinques",12108,"venda","sant-julia-de-loria","/venda/xalet-5-habitacions-3-banys-sant-julia-de-loria/12108","2023-11-09 17:11:19.006814",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895.000 €","406 m2",6,"IMMO 1",11248,"venda","sant-julia-de-loria","/venda/xalet-6-habitacions-4-banys-aixovall/11248","2023-11-09 17:11:19.542195",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.160.000 €","405 m2",7,"IMMO 1",11172,"venda","sant-julia-de-loria","/venda/xalet-7-habitacions-4-banys-aixovall/11172","2023-11-09 17:11:21.744303",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990.000 €","320 m2",4,"Immobiliària Xamari",10470,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-3-banys-juberri/10470","2023-11-09 17:11:22.583136",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.300.000 €","450 m2",4,"Immobiliària Reig",4169,"venda","sant-julia-de-loria","/venda/xalet-4-habitacions-4-banys-sant-julia-de-loria-terrassa/4169","2023-11-09 17:11:22.851622",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.470.000 €","600 m2",5,"ABM Serveis Immobiliàris",24944,"venda","sant-julia-de-loria","/venda/xalet-5-habitacions-4-banys-sant-julia-de-loria-terrassa-parking/24944","2023-11-09 17:11:23.321392",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485.000 €","135 m2",3,"Immobiliària Xamari",1933,"venda","sant-julia-de-loria","/venda/xalet-3-habitacions-3-banys-sant-julia-de-loria/1933","2023-11-09 17:11:26.156923",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
